PID,SalePrice
907135180,136099.2
528181040,202364.78
528175010,214604.31
531379030,190816.61
923275090,127946.016
528181070,235411.88
908103280,130973.234
902201110,124940.97
905103070,140762.22
527162180,186271.16
905450020,165151.4
535301150,138679.19
535451170,97605.44
909250060,185635.03
527254020,385714.66
911128180,79971.3
534475170,180438.88
535402180,130406.66
528235180,168259.44
907200130,127214.92
906476030,190740.27
923203090,159245.67
903454020,78321.57
534277060,112992.305
535450220,122981.9
527252090,347492.72
535300040,130375.305
533241010,213493.05
903201090,117526.4
921128030,340245.6
535180020,146084.47
527106050,174687.17
903233050,129167.79
527105010,173437.86
907196050,211369.31
535375010,84600.32
909455040,177006.66
911370410,268158.28
906223080,209880.0
902204080,85523.05
916225130,259579.52
534400060,163195.73
528178090,371874.12
528235190,187392.52
906477110,150521.31
902106090,123265.14
535327160,113754.5
909129100,125302.48
909281110,217137.98
528188120,170699.11
528150120,325079.5
535125060,224582.1
906380120,188562.7
527451020,115031.45
528429100,279794.38
527132090,237372.8
902427045,122285.516
923276260,137261.55
907290140,146474.42
906380100,329147.12
527377110,163646.78
535379110,125763.83
527427230,188218.6
905105010,133577.55
533215080,295210.0
903484080,84921.51
528441080,255726.73
528120100,233776.84
902301060,96971.45
528231050,185776.55
535353190,161526.34
907201280,138057.83
528315080,300875.47
531375060,157177.47
906200230,179674.44
527451550,115339.08
902103090,107412.49
534401190,149857.97
909425085,272360.44
526352080,180622.94
907126050,161632.53
905352180,194515.28
533212060,148462.89
527356050,143993.28
534479240,148707.39
906226130,140984.03
923228210,83540.42
903227080,123883.7
535179120,123503.21
908201100,97866.734
532479050,134993.69
534402060,150052.25
902109160,120888.89
904302030,169085.34
902300215,127283.19
903228070,102770.62
902406070,139409.67
907410020,192392.53
528365090,314584.7
534450110,50532.645
527146135,338786.0
535325340,128149.74
534452060,117805.766
535325090,132449.83
534202130,136796.75
528118020,325078.7
527214050,573536.5
907401060,209067.27
905104210,121860.125
905225080,230771.56
535178060,136626.9
914476450,166730.05
533250050,285218.94
535450070,152625.0
528181060,235411.88
535454100,128141.33
534476080,138434.78
909452114,243068.48
903476090,117401.52
904101040,139948.05
534431030,127879.23
910202060,97753.36
916386090,287274.2
527451460,101983.09
528290120,197196.88
531375090,142827.52
527403040,143364.45
535453020,144069.17
911175360,106238.13
528228545,171074.66
534275100,128737.48
528142040,299628.72
527357110,147467.78
528480170,271912.8
905226030,111124.84
905104110,142389.0
528480070,253095.48
528386040,414523.56
535453100,129917.4
907192030,197524.89
905478030,130115.64
527210050,408465.88
535382020,127248.17
528110070,316673.2
902303100,142095.12
903456090,96878.5
528186080,303525.03
909275310,225823.03
908128100,190214.6
908102140,130219.62
531385060,177521.97
902103100,133547.56
528106010,400405.34
534430080,130377.27
533252130,182555.86
528458160,326812.2
902300110,113494.41
528228275,195810.14
907130060,164611.17
905105190,130214.164
908225240,98380.234
528480060,274508.9
526355170,252703.36
902105010,97969.53
903225160,124535.14
924151050,218615.19
535456010,137286.34
907130110,183458.98
909451040,114467.19
535126140,210536.0
533253050,178566.39
905480240,112900.65
905479110,122169.984
903233140,133156.5
909254070,178798.89
907250020,260506.44
908102260,148490.97
527403360,120882.51
906225210,145448.6
527359010,176715.66
905100030,137122.66
909250030,116332.92
908225320,130711.04
905201030,64921.35
914474020,231723.33
532479020,121679.63
528228575,244280.03
527107240,180913.14
533253210,190391.0
527127150,244240.95
531450120,187212.39
905427050,176313.5
527258010,439240.66
906476140,177164.11
533236090,379736.38
908103090,116867.16
908250090,93415.26
528181010,230082.66
907227090,130996.25
527302185,251736.58
535426150,140966.53
909254100,162426.69
531382120,194078.83
921201060,304555.03
528180140,358703.94
905402090,160655.3
902207120,106717.234
902134100,92016.43
908178050,222755.03
535451210,100490.22
528114050,348028.12
907203010,135716.95
534151175,227865.86
908228040,119539.8
902110080,136864.23
923277040,135579.83
908204160,100001.28
905402110,123303.06
905102060,128664.5
902402010,145066.67
527107130,188791.0
909251030,140528.36
903225040,126397.91
902405120,126248.44
534201280,129359.85
527451290,98145.71
905451390,156873.42
528456200,212354.52
902110130,101789.12
528112010,248944.94
905226130,149392.3
905108120,148446.22
532353120,123184.54
528120030,330097.88
527450110,98935.914
533244040,305198.53
910205120,109093.45
535452100,143319.92
528106050,418751.16
909100170,91881.28
531453040,163901.48
535304060,135103.75
528431120,248479.8
904100170,166495.11
528218090,179640.48
527131110,276709.44
533208010,194956.34
906226080,139556.12
535152200,124050.086
528231020,181152.12
911128010,107767.17
527455250,127835.28
535403150,141228.34
533251110,294625.28
535457010,147542.98
528110040,485401.12
923252080,117341.93
909101010,137645.39
535177110,169154.56
528354050,310876.0
528235000,176383.2
909252150,148467.2
909275110,189187.72
534427040,158816.0
535151080,148482.1
923226320,79827.4
535450210,140017.28
905403050,99021.89
535382150,86201.92
535176070,158121.45
905103140,151705.73
534201260,144870.88
531451110,125334.67
528348010,290171.88
527212050,385601.72
532377130,141596.94
535325320,113432.51
535383110,106465.91
531450030,200814.14
903401020,174523.0
531363050,150886.14
528358030,341777.78
528456230,205933.69
903227140,123256.65
909179020,200472.03
905202090,118081.45
535453040,126745.984
535302130,133702.97
528480040,258868.39
905104180,135740.77
534451050,109858.86
531452010,146258.52
923228220,87679.516
903233100,131743.38
906392080,185247.64
903232090,138963.83
903426200,151027.86
903451110,137134.5
909250150,175931.81
527180040,183113.69
909253080,186384.64
534431130,120818.22
921205070,321757.0
527105060,180464.9
528290140,188989.44
527451110,121035.54
903201080,164046.8
921128050,383214.25
905101330,138078.75
909250200,143798.61
916403020,188583.08
535151020,136283.84
908152290,153129.22
535355100,125573.36
923400125,137997.83
903227020,120377.74
528322020,317598.03
909451140,130121.69
909451020,114467.19
908225290,133675.83
532377100,125261.43
534129380,143414.7
902304040,130632.586
534276180,123591.76
528222040,193379.25
528176070,323976.72
902400110,511117.72
903233030,120150.98
531367050,211968.14
907227300,129910.02
923226290,81380.92
906340080,320562.1
533206050,201949.38
535304170,131510.2
528315060,297382.47
923276030,145030.5
907270050,266173.3
902109080,114184.46
904100030,136249.25
528439050,239592.77
534401110,139911.14
908275040,136828.16
902300040,142949.44
527302020,208091.7
534477110,167273.88
527325090,189403.8
902106130,95574.586
528164040,341753.97
906203140,218780.8
535375040,81568.72
527455060,146323.72
535451250,128222.83
907131190,201397.77
923425030,138482.16
911204090,110817.76
907290160,146474.42
909451100,130121.69
534426040,141074.69
916386180,219778.69
907405030,205005.8
903226060,152040.81
528315070,275090.22
527210030,412690.72
533212050,144788.02
528228460,159644.08
535105060,179119.83
906392070,182865.9
914476130,149723.17
908275180,121637.836
533236040,185399.69
533254110,280726.4
534455030,159938.66
528321010,394654.47
528435060,249386.2
535403200,126252.234
528110020,529158.2
907194130,214035.58
528186190,225905.7
902206040,119906.625
921128020,409730.78
533250110,249389.45
534479300,126844.305
534225120,153762.48
903425245,219348.97
533130170,353405.03
909100080,126258.06
923230180,131797.39
533223020,168038.53
905106170,119435.98
907202220,131727.69
907251100,257173.58
527163010,186709.33
526353030,240462.95
903425420,122465.63
528108070,351785.78
903401030,128754.53
531375110,145767.25
904301410,117628.57
902204120,123604.23
904302020,78305.484
902202090,132919.8
528344020,302649.88
908103260,138171.56
909251170,143137.0
911370450,251710.92
903456110,209586.11
908276230,106227.22
535105160,121921.1
902207130,48658.754
923228230,82793.625
903457040,154975.94
908102130,141730.47
535151040,138709.38
921126010,287326.1
534276010,118297.6
534204030,132970.08
911104060,71567.74
903450110,114178.68
527328050,160778.12
910206010,56299.12
527451400,88332.2
907290090,222606.66
531363030,162883.33
528218080,185804.77
527451200,114827.36
903427120,142742.95
534431020,121345.22
535153140,162126.53
534403290,181881.53
534479120,124216.26
907135040,153603.78
533350050,456052.06
535451110,121593.195
533213070,175557.47
916384100,273757.56
535126040,218162.27
909282060,197144.61
528427100,254061.86
534430090,113522.3
528348030,298017.9
923228390,78057.35
908186050,139200.86
531452100,144406.9
902207150,103775.46
528120160,268611.72
535354130,134537.3
533208090,180514.77
535381060,74270.81
527452190,134251.84
903233120,119024.27
905109130,261001.66
909281030,135854.95
910203250,56192.7
528294010,187020.6
528172020,249516.08
535380010,141752.88
916382010,248598.52
532479140,158988.6
905452040,159121.53
534475185,168721.1
534178010,139462.4
527212040,352364.0
909175030,148386.66
531479030,114735.22
902100130,94193.79
909101070,60016.883
902109130,114451.46
528365070,328271.0
534276360,126402.88
527180100,187978.84
527455100,140142.45
902301130,101825.14
532378120,121246.12
903455140,117754.91
910201050,138069.17
923400040,164562.22
914476430,179518.25
533206070,219815.3
909451130,114467.19
903226150,106570.36
534400050,176542.14
908102160,125925.41
533236050,195612.16
528488140,193995.38
906380010,195465.86
903454090,134469.19
535450310,172759.66
531371070,184230.44
531477050,97806.45
905103180,141074.9
902402130,104668.38
531452260,185939.16
527376110,160979.22
909250220,119170.35
527427160,176371.56
907202050,144432.62
531379050,222660.05
528240030,192429.0
903430090,138665.7
534127080,174299.16
907265100,235238.97
527405130,112195.2
532351050,123648.82
535305030,123068.77
535450190,118423.48
527355280,192514.17
906380190,176840.47
907203090,128139.99
908203100,99020.35
905200260,149434.55
906475170,317860.2
909201110,129712.695
534126090,191137.64
907200190,129611.53
534430050,115974.24
909201180,132902.81
528108130,403539.12
909276200,159971.16
916402015,201169.61
904100190,83689.11
532353130,133800.17
527145090,195925.34
535375130,112873.37
533254100,204972.34
528142110,358125.1
528235200,178696.64
923202015,185500.23
905451340,122126.39
528218100,183868.7
528240130,205486.31
911370540,258844.08
909175050,165357.9
907410040,212730.52
528108010,278973.0
531376030,183354.34
905453080,264244.06
906226120,140408.67
908154080,311299.1
534451120,90177.06
535478090,123406.87
903206170,161148.48
902406030,120649.89
907414040,194496.62
911102170,90126.47
923225360,89924.48
902106040,160347.12
534477090,150924.7
906378150,307420.28
535325460,251737.67
534275220,126697.27
535353140,111080.375
907412020,210086.52
528358040,299624.9
906380200,175276.16
903231080,102183.055
907275080,250043.28
533212110,152444.72
904301110,113130.43
531363040,164707.62
535104120,167833.89
527427110,175132.84
527354050,173062.48
907420060,190014.19
905101300,127621.695
528435050,268691.9
903234160,95863.63
534177230,226763.95
923228270,80128.65
535427070,266029.5
527455050,144661.25
535155110,138298.78
923226270,83958.03
909251090,211258.89
535304100,129505.8
916380070,343942.9
534201230,135505.33
535179160,119182.85
531451020,195237.77
528344060,270845.53
535402220,175850.47
903226160,121572.66
902107050,128146.52
905480030,122225.52
527183060,203222.67
909252110,183065.3
902111010,95966.25
535404080,125862.14
908188140,155746.67
907285010,217136.86
905352030,207165.05
535175050,159239.83
906425045,155481.06
535152060,130616.98
903204040,135441.66
903458020,114575.99
923204040,121610.9
903236200,107475.09
535457020,142039.9
527451380,122555.26
531375140,145926.31
528174060,196541.34
903400180,193748.33
903227150,131016.54
909250070,148919.52
909425180,194770.95
